0,1618,MOLIDA SUPREMA RES-CERDO,,7500954003483,17502261271033,12,0.824,2,0,365,24,CARNE DE RES / CARNE DE CERDO,1,10,216218,,
1,1619,BISTEC DE RES PULPA MARINADA,,7500954003490,17502261271033,12,0.920,2,0,365,24,CARNE DE RES,1,10,216218,,
